,id,chrom,start,end
168,YBL068W-A,chrII,91794,92030
169,YBL068W,chrII,92414,93394
170,YBL067C,chrII,93639,95882
171,YBL066C,chrII,96669,100115
172,YBL065W,chrII,99963,100307
173,YBL064C,chrII,100371,101156
174,YBL063W,chrII,101886,105221
175,YBL062W,chrII,105308,105688
176,YBL061C,chrII,105316,107406
177,YBL060W,chrII,107932,109995
178,YBL059C-A,chrII,110125,110539
179,YBL059W,chrII,110594,111244
180,YBL058W,chrII,111437,112708
181,YBL057C,chrII,112801,113427
182,YBL056W,chrII,113762,115168
183,YBL055C,chrII,115573,116829
184,YBL054W,chrII,117589,119166
185,YBL053W,chrII,119335,119709
186,YBL052C,chrII,119379,121874
187,YBL051C,chrII,122753,124759
188,YBL050W,chrII,125125,126119
189,YBL049W,chrII,126828,127244
190,YBL048W,chrII,127299,127610
191,YBL047C,chrII,127895,132040
192,YBL046W,chrII,132424,133749
193,YBL045C,chrII,134143,135516
194,YBL044W,chrII,135998,136366
195,YBL043W,chrII,136688,137461
196,YBL042C,chrII,138341,140260
197,YBL041W,chrII,141247,141972
198,YBL040C,chrII,142112,142868
199,YBL039W-B,chrII,143393,143572
200,YBL039C,chrII,143989,145728
201,YBL039C-A,chrII,144948,145031
202,YBL038W,chrII,146187,146885
203,YBL037W,chrII,147209,150286
204,YBL036C,chrII,150447,151220
205,YBL035C,chrII,151493,153610
206,YBL034C,chrII,153848,158389
207,YBL033C,chrII,158656,159693
208,YBL032W,chrII,160184,161329
209,YBL031W,chrII,161699,162715
210,YBL030C,chrII,163041,163997
211,YBL029C-A,chrII,164488,164772
212,YBL029W,chrII,166134,167264
213,YBL028C,chrII,167518,167838
214,YBL027W,chrII,168423,169376
215,YBL026W,chrII,170623,171038
216,YBL025W,chrII,171481,171918
217,YBL024W,chrII,172534,174588
218,YBL023C,chrII,174920,177526
219,YBL022C,chrII,177874,181275
220,YBL021C,chrII,181660,182094
221,YBL020W,chrII,182401,184125
222,YBL019W,chrII,184353,185915
223,YBL018C,chrII,185998,186474
224,YBL017C,chrII,186844,191583
225,YBL016W,chrII,192451,193512
226,YBL015W,chrII,194122,195702
227,YBL014C,chrII,199064,201748
228,YBL013W,chrII,202056,203261
229,YBL012C,chrII,203406,203807
230,YBL011W,chrII,203538,205817
231,YBL010C,chrII,206107,206949
232,YBL009W,chrII,207194,209224
233,YBL008W-A,chrII,209409,209648
234,YBL008W,chrII,209653,212175
235,YBL007C,chrII,212632,216366
236,YBL006C,chrII,216587,217129
237,YBL006W-A,chrII,216711,216860
238,YBL005W,chrII,217470,220400
239,YBL004W,chrII,227636,235117
240,YBL003C,chrII,235394,235792
241,YBL002W,chrII,236492,236887
242,YBL001C,chrII,237153,237467
243,YBR001C,chrII,238941,241283
244,YBR002C,chrII,241708,242568
245,YBR003W,chrII,242809,244230
246,YBR004C,chrII,244366,245667
247,YBR005W,chrII,245906,246547
248,YBR006W,chrII,247010,248503
249,YBR007C,chrII,248806,251016
250,YBR008C,chrII,252563,254209
251,YBR009C,chrII,255373,255684
252,YBR010W,chrII,256331,256741
253,YBR011C,chrII,257112,257975
254,YBR012C,chrII,259147,259566
255,YBR013C,chrII,265492,265881
256,YBR014C,chrII,266725,267336
257,YBR015C,chrII,267710,269503
258,YBR016W,chrII,270247,270633
259,YBR017C,chrII,270947,273703
260,YBR018C,chrII,274427,275527
261,YBR019C,chrII,276253,278352
262,YBR020W,chrII,279021,280607
263,YBR021W,chrII,281443,283344
264,YBR022W,chrII,283738,284271
265,YBR023C,chrII,284428,287925
266,YBR024W,chrII,289445,290350
267,YBR025C,chrII,290681,291865
268,YBR026C,chrII,292877,294019
269,YBR027C,chrII,294024,294356
270,YBR028C,chrII,294425,296002
271,YBR029C,chrII,296369,297742
272,YBR030W,chrII,298292,299950
273,YBR031W,chrII,300166,301254
274,YBR032W,chrII,301519,301821
275,YBR033W,chrII,301944,304703
276,YBR034C,chrII,304930,305976
277,YBR035C,chrII,306269,306955
278,YBR036C,chrII,309081,310313
279,YBR037C,chrII,310565,311452
280,YBR038W,chrII,311898,314789
281,YBR039W,chrII,315575,316510
282,YBR040W,chrII,316968,317864
283,YBR041W,chrII,318266,320275
284,YBR042C,chrII,320416,321609
285,YBR043C,chrII,321876,323945
286,YBR044C,chrII,324341,326059
287,YBR045C,chrII,328173,330092
288,YBR046C,chrII,330507,331511
289,YBR047W,chrII,331833,332360
290,YBR048W,chrII,332831,333812
291,YBR049C,chrII,334386,336818
292,YBR050C,chrII,337183,338199
293,YBR051W,chrII,337988,338338
294,YBR052C,chrII,338720,339352
295,YBR053C,chrII,339675,340751
296,YBR054W,chrII,343101,344135
297,YBR055C,chrII,344602,347301
298,YBR056W,chrII,347879,349384
299,YBR056W-A,chrII,351255,351455
300,YBR056C-B,chrII,351293,351451
301,YBR057C,chrII,352193,353293
302,YBR058C,chrII,353672,356017
303,YBR058C-A,chrII,356324,356566
304,YBR059C,chrII,356861,360187
305,YBR060C,chrII,360652,362514
306,YBR061C,chrII,364787,365719
307,YBR062C,chrII,365976,366600
308,YBR063C,chrII,366970,368184
309,YBR064W,chrII,367763,368191
310,YBR065C,chrII,368584,369678
311,YBR066C,chrII,370037,370699
312,YBR067C,chrII,372103,372735
313,YBR068C,chrII,373861,375690
314,YBR069C,chrII,376574,378433
315,YBR070C,chrII,379221,379934
316,YBR071W,chrII,380411,381046
317,YBR072W,chrII,382030,382674
318,YBR072C-A,chrII,382860,383021
319,YBR073W,chrII,383112,385988
320,YBR074W,chrII,386286,389216
321,YBR076W,chrII,390227,391291
322,YBR076C-A,chrII,391351,391617
323,YBR077C,chrII,391805,392293
324,YBR078W,chrII,393123,394742
325,YBR079C,chrII,395383,398277
326,YBR080C,chrII,398614,400890
327,YBR081C,chrII,401253,405251
328,YBR082C,chrII,406628,407169
329,YBR083W,chrII,409169,410629
330,YBR084W,chrII,411054,413981
331,YBR084C-A,chrII,414186,415261
332,YBR085W,chrII,415983,416906
333,YBR085C-A,chrII,418907,419164
334,YBR086C,chrII,420201,423041
335,YBR087W,chrII,423765,424829
336,YBR088C,chrII,424990,425766
337,YBR089W,chrII,425183,425782
338,YBR089C-A,chrII,426190,426873
339,YBR090C,chrII,426333,427058
340,YBR091C,chrII,427155,427484
341,YBR092C,chrII,427698,429101
342,YBR093C,chrII,429548,430951
343,YBR094W,chrII,432036,434297
344,YBR095C,chrII,434406,435698
345,YBR096W,chrII,436021,436713
346,YBR097W,chrII,436951,441315
347,YBR098W,chrII,441515,443590
348,YBR099C,chrII,442924,443307
349,YBR101C,chrII,443821,444693
350,YBR102C,chrII,445062,447323
351,YBR103W,chrII,447709,449316
352,YBR103C-A,chrII,449320,449463
353,YBR104W,chrII,449667,450656
354,YBR105C,chrII,450881,451969
355,YBR106W,chrII,452658,453224
356,YBR107C,chrII,453793,454530
357,YBR108W,chrII,454822,457665
358,YBR109C,chrII,457919,458362
359,YBR109W-A,chrII,458608,458832
360,YBR110W,chrII,458872,460221
361,YBR111C,chrII,461178,461873
362,YBR111W-A,chrII,462139,462579
363,YBR112C,chrII,462870,465770
364,YBR113W,chrII,465566,466048
365,YBR114W,chrII,467248,469620
366,YBR115C,chrII,469748,473926
367,YBR116C,chrII,474199,474726
368,YBR117C,chrII,474392,476437
369,YBR118W,chrII,477671,479047
370,YBR119W,chrII,479338,480323
371,YBR120C,chrII,480435,480923
372,YBR121C,chrII,481364,483367
373,YBR121C-A,chrII,482326,482484
374,YBR122C,chrII,483970,484503
375,YBR123C,chrII,484742,486691
376,YBR124W,chrII,486507,486866
377,YBR125C,chrII,487199,488380
378,YBR126C,chrII,488905,490392
379,YBR126W-A,chrII,490850,491056
380,YBR126W-B,chrII,490927,491070
381,YBR127C,chrII,491269,492822
382,YBR128C,chrII,493081,494115
383,YBR129C,chrII,494353,495339
384,YBR130C,chrII,495592,496869
385,YBR131W,chrII,497163,499277
386,YBR131C-A,chrII,497650,497739
387,YBR132C,chrII,499652,501442
388,YBR133C,chrII,501804,504287
389,YBR134W,chrII,504243,504644
390,YBR135W,chrII,504854,505306
391,YBR136W,chrII,505668,512774
392,YBR137W,chrII,513044,513583
393,YBR138C,chrII,513762,515336
394,YBR139W,chrII,515664,517190
395,YBR140C,chrII,517350,526628
396,YBR141C,chrII,527025,528038
397,YBR141W-A,chrII,527167,527262
398,YBR142W,chrII,528317,530638
399,YBR143C,chrII,530869,532182
400,YBR144C,chrII,533235,533549
401,YBR145W,chrII,533762,534817
402,YBR146W,chrII,535260,536096
403,YBR147W,chrII,536575,537465
404,YBR148W,chrII,537876,539705
405,YBR149W,chrII,539987,541021
406,YBR150C,chrII,541209,544493
407,YBR151W,chrII,545028,545978
408,YBR152W,chrII,546376,547251
409,YBR153W,chrII,547460,548194
410,YBR154C,chrII,548362,549009
411,YBR155W,chrII,549771,550928
412,YBR156C,chrII,551104,553200
413,YBR157C,chrII,553543,554310
414,YBR158W,chrII,556549,558198
415,YBR159W,chrII,558685,559728
416,YBR160W,chrII,560078,560974
417,YBR161W,chrII,561634,562764
418,YBR162C,chrII,563203,564570
419,YBR162W-A,chrII,565231,565428
420,YBR163W,chrII,565723,567480
421,YBR164C,chrII,567875,568426
422,YBR165W,chrII,568852,569685
423,YBR166C,chrII,569842,571200
424,YBR167C,chrII,571468,571890
425,YBR168W,chrII,572371,573612
426,YBR169C,chrII,573915,575996
427,YBR170C,chrII,576344,578086
428,YBR171W,chrII,578364,578984
429,YBR172C,chrII,579150,581372
430,YBR173C,chrII,581726,582172
431,YBR174C,chrII,582338,582652
432,YBR175W,chrII,582408,583355
433,YBR176W,chrII,583720,584658
434,YBR177C,chrII,584807,586162
435,YBR178W,chrII,586071,586445
436,YBR179C,chrII,586547,589114
437,YBR180W,chrII,589741,591459
438,YBR181C,chrII,591712,592774
439,YBR182C,chrII,593506,594864
440,YBR182C-A,chrII,595361,595555
441,YBR183W,chrII,596115,597065
442,YBR184W,chrII,597363,598934
443,YBR185C,chrII,599123,599959
444,YBR186W,chrII,600553,602360
445,YBR187W,chrII,602634,603476
446,YBR188C,chrII,603685,604107
447,YBR189W,chrII,604508,605508
448,YBR190W,chrII,605966,606277
449,YBR191W,chrII,606270,607140
450,YBR191W-A,chrII,607149,607223
451,YBR192W,chrII,607652,608785
452,YBR193C,chrII,609082,609753
453,YBR194W,chrII,610038,610409
454,YBR195C,chrII,610614,611882
455,YBR196C,chrII,612236,613900
456,YBR196C-A,chrII,614024,614173
457,YBR196C-B,chrII,614526,614630
458,YBR197C,chrII,615203,615856
459,YBR198C,chrII,616127,618523
460,YBR199W,chrII,618909,620303
461,YBR200W,chrII,620872,622527
462,YBR200W-A,chrII,622983,623147
463,YBR201W,chrII,623576,624211
464,YBR201C-A,chrII,624493,624696
465,YBR202W,chrII,625772,628309
466,YBR203W,chrII,629168,631942
467,YBR204C,chrII,632254,633381
468,YBR205W,chrII,633622,634836
469,YBR206W,chrII,634601,634924
470,YBR207W,chrII,635146,636543
471,YBR208C,chrII,636703,642210
472,YBR209W,chrII,642583,642900
473,YBR210W,chrII,645550,645978
474,YBR211C,chrII,646158,647132
475,YBR212W,chrII,647886,649904
476,YBR213W,chrII,650368,651192
477,YBR214W,chrII,651415,652998
478,YBR215W,chrII,653356,655317
479,YBR216C,chrII,655576,657600
480,YBR217W,chrII,657832,658392
481,YBR218C,chrII,658707,662249
482,YBR219C,chrII,662499,663303
483,YBR220C,chrII,662995,664677
484,YBR221C,chrII,665153,666253
485,YBR221W-A,chrII,666538,666642
486,YBR222C,chrII,666720,668351
487,YBR223C,chrII,668663,670297
488,YBR223W-A,chrII,668721,668840
489,YBR224W,chrII,670125,670640
490,YBR225W,chrII,670627,673329
491,YBR226C,chrII,673155,673565
492,YBR227C,chrII,673572,675134
493,YBR228W,chrII,675313,676227
494,YBR229C,chrII,676357,679221
495,YBR230C,chrII,679549,680050
496,YBR230W-A,chrII,680362,680562
497,YBR231C,chrII,682179,683090
498,YBR232C,chrII,683373,683732
499,YBR233W,chrII,683428,684669
500,YBR233W-A,chrII,684977,685261
501,YBR234C,chrII,685438,686592
502,YBR235W,chrII,686901,690263
503,YBR236C,chrII,690383,691693
504,YBR237W,chrII,691969,694518
505,YBR238C,chrII,695107,697302
506,YBR239C,chrII,698354,699943
507,YBR240C,chrII,700490,701842
508,YBR241C,chrII,702589,704055
509,YBR242W,chrII,704670,705386
510,YBR243C,chrII,705447,706793
511,YBR244W,chrII,707528,708016
512,YBR245C,chrII,708150,711539
513,YBR246W,chrII,711591,712754
514,YBR247C,chrII,713004,714455
515,YBR248C,chrII,714807,716465
516,YBR249C,chrII,716882,717994
517,YBR250W,chrII,719033,720604
518,YBR251W,chrII,721390,722313
519,YBR252W,chrII,722611,723054
520,YBR253W,chrII,723270,723635
521,YBR254C,chrII,723736,724263
522,YBR255W,chrII,724456,726540
523,YBR255C-A,chrII,726618,727074
524,YBR256C,chrII,727386,728102
525,YBR257W,chrII,728885,729724
526,YBR258C,chrII,729734,730162
527,YBR259W,chrII,730387,732453
528,YBR260C,chrII,732639,734639
529,YBR261C,chrII,734832,735530
530,YBR262C,chrII,735720,736040
531,YBR263W,chrII,736264,737736
532,YBR264C,chrII,737770,738369
533,YBR265W,chrII,738582,739544
534,YBR267W,chrII,739841,741022
535,YBR266C,chrII,739936,740388
536,YBR268W,chrII,741299,741616
537,YBR269C,chrII,742160,742576
538,YBR270C,chrII,742761,744398
539,YBR271W,chrII,744852,746111
540,YBR272C,chrII,746361,747803
541,YBR273C,chrII,748061,749371
542,YBR274W,chrII,749594,751177
543,YBR275C,chrII,751356,757106
544,YBR276C,chrII,757620,760043
545,YBR277C,chrII,760215,760616
546,YBR278W,chrII,760294,760899
547,YBR279W,chrII,761257,762594
548,YBR280C,chrII,762784,764697
549,YBR281C,chrII,764970,767606
550,YBR282W,chrII,768240,768680
551,YBR283C,chrII,768943,770415
552,YBR284W,chrII,771239,773632
553,YBR285W,chrII,773922,774356
554,YBR286W,chrII,774700,776313
555,YBR287W,chrII,776571,777854
556,YBR288C,chrII,778012,779463
557,YBR289W,chrII,779667,782384
558,YBR290W,chrII,782591,783556
559,YBR291C,chrII,783673,784572
560,YBR292C,chrII,784702,785073
561,YBR293W,chrII,787006,788430
562,YBR294W,chrII,789235,791814
563,YBR295W,chrII,792849,796499
564,YBR296C,chrII,796798,798522
565,YBR296C-A,chrII,800123,800242
566,YBR297W,chrII,800523,801929
567,YBR298C,chrII,802631,804475
568,YBR298C-A,chrII,805035,805256
569,YBR299W,chrII,805351,807105
570,YBR300C,chrII,808600,809097
571,YBR301W,chrII,809057,809419
572,YBR302C,chrII,810340,811479
573,YCL076W,chrIII,1392,2135
574,YCL073C,chrIII,6479,8326
575,YCL069W,chrIII,9706,11082
576,YCL068C,chrIII,11503,12285
577,YCL067C,chrIII,12386,13018
578,YCL066W,chrIII,13282,13809
579,YCL065W,chrIII,13751,14119
580,YCL064C,chrIII,15798,16880
581,YCL063W,chrIII,17290,18561
582,YCL061C,chrIII,18816,22106
583,YCL059C,chrIII,22429,23379
584,YCL058C,chrIII,23523,23981
585,YCL058W-A,chrIII,23584,23925
586,YCL057C-A,chrIII,24032,24325
587,YCL057W,chrIII,24768,26906
588,YCL056C,chrIII,26925,27359
589,YCL055W,chrIII,27929,28936
590,YCL054W-A,chrIII,30910,30996
591,YCL054W,chrIII,31449,33974
592,YCL052C,chrIII,34143,35393
593,YCL051W,chrIII,35865,37616
594,YCL050C,chrIII,37836,38801
595,YCL049C,chrIII,39786,40724
596,YCL048W-A,chrIII,41488,41727
597,YCL048W,chrIII,42165,43556
598,YCL047C,chrIII,43661,44437
599,YCL045C,chrIII,44623,46905
600,YCL046W,chrIII,46640,46963
601,YCL044C,chrIII,47111,48364
602,YCL043C,chrIII,48653,50221
603,YCL041C,chrIII,50133,50627
604,YCL042W,chrIII,50584,50943
605,YCL040W,chrIII,50838,52340
606,YCL039W,chrIII,52645,54882
607,YCL038C,chrIII,54941,56527
608,YCL037C,chrIII,57374,58678
609,YCL036W,chrIII,59026,60726
610,YCL035C,chrIII,60841,61173
611,YCL034W,chrIII,61658,62722
612,YCL033C,chrIII,62776,63282
613,YCL032W,chrIII,63441,64481
614,YCL031C,chrIII,64675,65568
615,YCL030C,chrIII,65934,68333
616,YCL029C,chrIII,68599,69921
617,YCL028W,chrIII,70150,71367
618,YCL027W,chrIII,71803,73341
619,YCL026C-B,chrIII,73405,73986
620,YCL026C-A,chrIII,74704,75285
621,YCL025C,chrIII,76018,77919
622,YCL023C,chrIII,78949,79296
623,YCL024W,chrIII,79162,82275
624,YCL022C,chrIII,81570,82085
625,YCL021W-A,chrIII,83620,83997
626,YCL018W,chrIII,91324,92418
627,YCL017C,chrIII,92777,94270
628,YCL016C,chrIII,94621,95763
629,YCL014W,chrIII,96281,101191
630,YCL012C,chrIII,101317,101788
631,YCL011C,chrIII,102075,103358
632,YCL010C,chrIII,103571,104350
633,YCL009C,chrIII,104619,105548
634,YCL008C,chrIII,105696,106853
635,YCL007C,chrIII,106974,107366
636,YCL005W-A,chrIII,107023,107417
637,YCL005W,chrIII,108021,108791
638,YCL004W,chrIII,109105,110670
639,YCL002C,chrIII,110808,111675
640,YCL001W,chrIII,111916,112482
641,YCL001W-A,chrIII,113080,113541
642,YCL001W-B,chrIII,113770,114024
643,YCR001W,chrIII,115685,115999
644,YCR002C,chrIII,117380,118348
645,YCR003W,chrIII,118620,119171
646,YCR004C,chrIII,119575,120318
647,YCR005C,chrIII,120946,122328
648,YCR006C,chrIII,122530,123003
649,YCR007C,chrIII,126011,126730
650,YCR008W,chrIII,128470,130281
651,YCR009C,chrIII,130745,131542
652,YCR010C,chrIII,132273,133124
653,YCR011C,chrIII,133724,136873
654,YCR012W,chrIII,137746,138996
655,YCR013C,chrIII,138402,139049
656,YCR014C,chrIII,139185,140933
657,YCR015C,chrIII,141217,142170
658,YCR016W,chrIII,143634,144506
659,YCR017C,chrIII,144773,147634
660,YCR018C,chrIII,148238,148903
661,YCR018C-A,chrIII,151608,151862
662,YCR019W,chrIII,152837,153928
663,YCR020C,chrIII,154012,154659
664,YCR020C-A,chrIII,154830,155096
665,YCR020W-B,chrIII,155320,155556
666,YCR021C,chrIII,156109,157107
667,YCR022C,chrIII,157421,157765
668,YCR023C,chrIII,158538,160373
669,YCR024C,chrIII,160744,162222
670,YCR024C-B,chrIII,162599,162865
671,YCR024C-A,chrIII,162945,163067
672,YCR025C,chrIII,163446,163856
673,YCR026C,chrIII,164111,166339
674,YCR027C,chrIII,167370,167999
675,YCR028C,chrIII,170886,172424
676,YCR028C-A,chrIII,172950,173440
677,YCR030C,chrIII,173826,176438
678,YCR031C,chrIII,177500,178220
679,YCR032W,chrIII,179520,186023
680,YCR033W,chrIII,186489,190169
681,YCR034W,chrIII,190592,191635
682,YCR035C,chrIII,191834,193018
683,YCR036W,chrIII,193297,194298
684,YCR037C,chrIII,194414,197185
685,YCR038C,chrIII,197621,199549
686,YCR038W-A,chrIII,199293,199418
687,YCR039C,chrIII,199546,200178
688,YCR040W,chrIII,200442,200969
689,YCR041W,chrIII,200911,201243
690,YCR042C,chrIII,201174,205397
691,YCR043C,chrIII,206261,206644
692,YCR044C,chrIII,206877,207950
693,YCR045C,chrIII,208135,209610
694,YCR045W-A,chrIII,208751,209101
695,YCR046C,chrIII,209914,210423
696,YCR047C,chrIII,210718,211545
697,YCR047W-A,chrIII,211301,211507
698,YCR049C,chrIII,211871,212317
699,YCR048W,chrIII,211929,213761
700,YCR050C,chrIII,213464,213772
701,YCR051W,chrIII,214071,214739
702,YCR052W,chrIII,214994,216445
703,YCR053W,chrIII,216697,218241
704,YCR054C,chrIII,218376,220067
705,YCR057C,chrIII,220457,223228
706,YCR059C,chrIII,223454,224230
707,YCR060W,chrIII,224399,224734
708,YCR061W,chrIII,225563,227458
709,YCR064C,chrIII,228095,228505
710,YCR063W,chrIII,228318,228791
711,YCR065W,chrIII,229310,231004
712,YCR066W,chrIII,231500,232963
713,YCR067C,chrIII,233125,236322
714,YCR068W,chrIII,237214,238776
715,YCR069W,chrIII,239055,240011
716,YCR071C,chrIII,240103,240543
717,YCR072C,chrIII,240805,242352
718,YCR073C,chrIII,242588,246583
719,YCR073W-A,chrIII,246963,247910
720,YCR075C,chrIII,248033,248815
721,YCR075W-A,chrIII,248975,249202
722,YCR076C,chrIII,249293,250045
723,YCR077C,chrIII,250238,252628
724,YCR079W,chrIII,252845,254173
725,YCR081W,chrIII,254371,258654
726,YCR081C-A,chrIII,258415,258651
727,YCR082W,chrIII,258883,259269
728,YCR083W,chrIII,259578,259961
729,YCR084C,chrIII,260311,262452
730,YCR085W,chrIII,262916,263269
731,YCR086W,chrIII,263392,263964
732,YCR087W,chrIII,263976,264491
733,YCR087C-A,chrIII,264006,264467
734,YCR088W,chrIII,265068,266846
735,YCR089W,chrIII,267434,272263
736,YCR090C,chrIII,272315,272863
737,YCR091W,chrIII,274404,276566
738,YCR092C,chrIII,276764,279820
739,YCR093W,chrIII,280117,286443
740,YCR094W,chrIII,286762,287937
741,YCR095C,chrIII,288170,289258
742,YCR095W-A,chrIII,289639,289797
743,YCR096C,chrIII,293179,293538
744,YCR097W,chrIII,293835,294321
745,YCR097W-A,chrIII,294439,294705
746,YCR098C,chrIII,297049,298605
747,YCR099C,chrIII,300832,301299
748,YCR100C,chrIII,301271,302221
749,YCR101C,chrIII,302482,303030
750,YCR102C,chrIII,304361,305467
751,YCR102W-A,chrIII,306735,306932
752,YCR104W,chrIII,307801,308175
753,YCR105W,chrIII,309070,310155
754,YCR106W,chrIII,310958,313456
755,YCR107W,chrIII,313890,314981
