,id,chrom,start,end
137,CAGL0A03256g,ChrA_C_glabrata_CBS138,331537,333519
138,CAGL0A03278g,ChrA_C_glabrata_CBS138,333278,335154
139,CAGL0A03300g,ChrA_C_glabrata_CBS138,335727,338560
140,CAGL0A03322g,ChrA_C_glabrata_CBS138,337485,340160
141,CAGL0A03344g,ChrA_C_glabrata_CBS138,340139,342780
142,CAGL0A03366g,ChrA_C_glabrata_CBS138,343586,345867
143,CAGL0A03388g,ChrA_C_glabrata_CBS138,346579,347387
144,CAGL0A03410g,ChrA_C_glabrata_CBS138,348677,349603
145,CAGL0A03432g,ChrA_C_glabrata_CBS138,349757,353398
146,CAGL0A03454g,ChrA_C_glabrata_CBS138,353647,355379
147,CAGL0A03476g,ChrA_C_glabrata_CBS138,355510,357207
148,CAGL0A03498g,ChrA_C_glabrata_CBS138,357505,359847
149,CAGL0A03542g,ChrA_C_glabrata_CBS138,360430,361400
150,CAGL0A03564g,ChrA_C_glabrata_CBS138,361683,365024
151,CAGL0A03586g,ChrA_C_glabrata_CBS138,365127,365696
152,CAGL0A03608g,ChrA_C_glabrata_CBS138,365991,367037
153,CAGL0A03630g,ChrA_C_glabrata_CBS138,369378,372767
154,CAGL0A03652g,ChrA_C_glabrata_CBS138,373070,375457
155,CAGL0A03674g,ChrA_C_glabrata_CBS138,375253,376738
156,CAGL0A03696g,ChrA_C_glabrata_CBS138,376860,378923
157,CAGL0A03718g,ChrA_C_glabrata_CBS138,378454,384065
158,CAGL0A03740g,ChrA_C_glabrata_CBS138,384766,387190
159,CAGL0A03784g,ChrA_C_glabrata_CBS138,387828,388468
160,CAGL0A03806g,ChrA_C_glabrata_CBS138,388787,390319
161,CAGL0A03828g,ChrA_C_glabrata_CBS138,390587,392153
162,CAGL0A03872g,ChrA_C_glabrata_CBS138,392446,394655
163,CAGL0A03883g,ChrA_C_glabrata_CBS138,394603,396176
164,CAGL0A03905g,ChrA_C_glabrata_CBS138,394980,396953
165,CAGL0A03927g,ChrA_C_glabrata_CBS138,397147,398918
166,CAGL0A03949g,ChrA_C_glabrata_CBS138,398987,400219
167,CAGL0A03971g,ChrA_C_glabrata_CBS138,398488,400829
168,CAGL0A03993g,ChrA_C_glabrata_CBS138,400772,402162
169,CAGL0A04015g,ChrA_C_glabrata_CBS138,402070,403596
170,CAGL0A04037g,ChrA_C_glabrata_CBS138,403801,405917
171,CAGL0A04059g,ChrA_C_glabrata_CBS138,406047,407979
172,CAGL0A04081g,ChrA_C_glabrata_CBS138,408037,409260
173,CAGL0A04103g,ChrA_C_glabrata_CBS138,409467,410365
174,CAGL0A04125g,ChrA_C_glabrata_CBS138,410597,411464
175,CAGL0A04147g,ChrA_C_glabrata_CBS138,410614,413021
176,CAGL0A04169g,ChrA_C_glabrata_CBS138,413233,415437
177,CAGL0A04191g,ChrA_C_glabrata_CBS138,415790,416297
178,CAGL0A04213g,ChrA_C_glabrata_CBS138,416887,419789
179,CAGL0A04235g,ChrA_C_glabrata_CBS138,419847,422155
180,CAGL0A04257g,ChrA_C_glabrata_CBS138,422062,424666
181,CAGL0A04279g,ChrA_C_glabrata_CBS138,425004,426413
182,CAGL0A04301g,ChrA_C_glabrata_CBS138,426126,429170
183,CAGL0A04323g,ChrA_C_glabrata_CBS138,428559,430421
184,CAGL0A04345g,ChrA_C_glabrata_CBS138,429908,431367
185,CAGL0A04367g,ChrA_C_glabrata_CBS138,431423,431967
186,CAGL0A04389g,ChrA_C_glabrata_CBS138,431504,433150
187,CAGL0A04411g,ChrA_C_glabrata_CBS138,433151,435741
188,CAGL0A04433g,ChrA_C_glabrata_CBS138,435977,437020
189,CAGL0A04455g,ChrA_C_glabrata_CBS138,437357,441052
190,CAGL0A04477g,ChrA_C_glabrata_CBS138,441413,444672
191,CAGL0A04499g,ChrA_C_glabrata_CBS138,444634,445607
192,CAGL0A04521g,ChrA_C_glabrata_CBS138,447271,447876
193,CAGL0A04543g,ChrA_C_glabrata_CBS138,448777,450157
194,CAGL0A04565g,ChrA_C_glabrata_CBS138,450257,453878
195,CAGL0A04587g,ChrA_C_glabrata_CBS138,454047,455888
196,CAGL0A04631g,ChrA_C_glabrata_CBS138,455947,457499
197,CAGL0A04653g,ChrA_C_glabrata_CBS138,457539,459267
198,CAGL0A04675g,ChrA_C_glabrata_CBS138,459503,460597
199,CAGL0A04697g,ChrA_C_glabrata_CBS138,461571,462798
200,CAGL0A04719g,ChrA_C_glabrata_CBS138,462658,463717
201,CAGL0A04741g,ChrA_C_glabrata_CBS138,464144,466257
202,CAGL0A04785g,ChrA_C_glabrata_CBS138,465618,469181
203,CAGL0A04807g,ChrA_C_glabrata_CBS138,469405,472212
204,CAGL0A04829g,ChrA_C_glabrata_CBS138,470353,480145
205,CAGL0B00105g,ChrB_C_glabrata_CBS138,1,2778
206,CAGL0B00116g,ChrB_C_glabrata_CBS138,2832,4448
207,CAGL0B00220g,ChrB_C_glabrata_CBS138,10286,11311
208,CAGL0B00242g,ChrB_C_glabrata_CBS138,10582,11136
209,CAGL0B00264g,ChrB_C_glabrata_CBS138,11470,12102
210,CAGL0B00286g,ChrB_C_glabrata_CBS138,9115,15952
211,CAGL0B00308g,ChrB_C_glabrata_CBS138,13791,18129
212,CAGL0B00330g,ChrB_C_glabrata_CBS138,18002,21747
213,CAGL0B00352g,ChrB_C_glabrata_CBS138,21882,23287
214,CAGL0B00374g,ChrB_C_glabrata_CBS138,23530,24778
215,CAGL0B00396g,ChrB_C_glabrata_CBS138,23959,26636
216,CAGL0B00418g,ChrB_C_glabrata_CBS138,24715,30188
217,CAGL0B00440g,ChrB_C_glabrata_CBS138,31387,32726
218,CAGL0B00462g,ChrB_C_glabrata_CBS138,33067,34149
219,CAGL0B00484g,ChrB_C_glabrata_CBS138,35947,38539
220,CAGL0B00506g,ChrB_C_glabrata_CBS138,36892,41017
221,CAGL0B00528g,ChrB_C_glabrata_CBS138,41088,45267
222,CAGL0B00550g,ChrB_C_glabrata_CBS138,44602,50398
223,CAGL0B00572g,ChrB_C_glabrata_CBS138,48898,49506
224,CAGL0B00594g,ChrB_C_glabrata_CBS138,51485,51682
225,CAGL0B00616g,ChrB_C_glabrata_CBS138,52887,54199
226,CAGL0B00638g,ChrB_C_glabrata_CBS138,54223,55137
227,CAGL0B00660g,ChrB_C_glabrata_CBS138,55385,57837
228,CAGL0B00682g,ChrB_C_glabrata_CBS138,58159,59817
229,CAGL0B00704g,ChrB_C_glabrata_CBS138,59897,62077
230,CAGL0B00715g,ChrB_C_glabrata_CBS138,63197,63865
231,CAGL0B00726g,ChrB_C_glabrata_CBS138,63903,65153
232,CAGL0B00748g,ChrB_C_glabrata_CBS138,65407,68441
233,CAGL0B00770g,ChrB_C_glabrata_CBS138,68258,70007
234,CAGL0B00792g,ChrB_C_glabrata_CBS138,70305,72407
235,CAGL0B00814g,ChrB_C_glabrata_CBS138,71761,74989
236,CAGL0B00836g,ChrB_C_glabrata_CBS138,73353,75342
237,CAGL0B00858g,ChrB_C_glabrata_CBS138,75468,77434
238,CAGL0B00880g,ChrB_C_glabrata_CBS138,76941,78067
239,CAGL0B00902g,ChrB_C_glabrata_CBS138,78348,81107
240,CAGL0B00924g,ChrB_C_glabrata_CBS138,81350,82937
241,CAGL0B00946g,ChrB_C_glabrata_CBS138,83087,84381
242,CAGL0B00968g,ChrB_C_glabrata_CBS138,84713,85951
243,CAGL0B00990g,ChrB_C_glabrata_CBS138,85874,89350
244,CAGL0B01012g,ChrB_C_glabrata_CBS138,90585,93296
245,CAGL0B01078g,ChrB_C_glabrata_CBS138,96302,98530
246,CAGL0B01100g,ChrB_C_glabrata_CBS138,98482,99928
247,CAGL0B01122g,ChrB_C_glabrata_CBS138,99633,102165
248,CAGL0B01144g,ChrB_C_glabrata_CBS138,100468,103458
249,CAGL0B01166g,ChrB_C_glabrata_CBS138,103193,106251
250,CAGL0B01188g,ChrB_C_glabrata_CBS138,105941,108373
251,CAGL0B01203g,ChrB_C_glabrata_CBS138,108865,110074
252,CAGL0B01232g,ChrB_C_glabrata_CBS138,112146,113560
253,CAGL0B01243g,ChrB_C_glabrata_CBS138,112831,113262
254,CAGL0B01265g,ChrB_C_glabrata_CBS138,113719,114279
255,CAGL0B01287g,ChrB_C_glabrata_CBS138,113286,118665
256,CAGL0B01331g,ChrB_C_glabrata_CBS138,119295,120747
257,CAGL0B01353g,ChrB_C_glabrata_CBS138,119295,122910
258,CAGL0B01375g,ChrB_C_glabrata_CBS138,123109,126923
259,CAGL0B01397g,ChrB_C_glabrata_CBS138,127212,128990
260,CAGL0B01419g,ChrB_C_glabrata_CBS138,129058,129817
261,CAGL0B01441g,ChrB_C_glabrata_CBS138,130070,131617
262,CAGL0B01463g,ChrB_C_glabrata_CBS138,131737,132701
263,CAGL0B01485g,ChrB_C_glabrata_CBS138,132817,134983
264,CAGL0B01507g,ChrB_C_glabrata_CBS138,135237,136832
265,CAGL0B01529g,ChrB_C_glabrata_CBS138,136974,138446
266,CAGL0B01551g,ChrB_C_glabrata_CBS138,138627,144346
267,CAGL0B01573g,ChrB_C_glabrata_CBS138,143817,145687
268,CAGL0B01589g,ChrB_C_glabrata_CBS138,144938,145560
269,CAGL0B01595g,ChrB_C_glabrata_CBS138,146415,148857
270,CAGL0B01617g,ChrB_C_glabrata_CBS138,148669,151037
271,CAGL0B01639g,ChrB_C_glabrata_CBS138,151090,153639
272,CAGL0B01683g,ChrB_C_glabrata_CBS138,154065,157292
273,CAGL0B01705g,ChrB_C_glabrata_CBS138,156476,159438
274,CAGL0B01727g,ChrB_C_glabrata_CBS138,159166,161486
275,CAGL0B01771g,ChrB_C_glabrata_CBS138,162967,164727
276,CAGL0B01793g,ChrB_C_glabrata_CBS138,164847,165500
277,CAGL0B01815g,ChrB_C_glabrata_CBS138,165518,166687
278,CAGL0B01837g,ChrB_C_glabrata_CBS138,166854,168687
279,CAGL0B01859g,ChrB_C_glabrata_CBS138,168887,170957
280,CAGL0B01875g,ChrB_C_glabrata_CBS138,172057,172581
281,CAGL0B01881g,ChrB_C_glabrata_CBS138,172280,175183
282,CAGL0B01903g,ChrB_C_glabrata_CBS138,175107,175763
283,CAGL0B01925g,ChrB_C_glabrata_CBS138,176217,179179
284,CAGL0B01947g,ChrB_C_glabrata_CBS138,179271,181007
285,CAGL0B01969g,ChrB_C_glabrata_CBS138,181088,182697
286,CAGL0B01991g,ChrB_C_glabrata_CBS138,182650,184017
287,CAGL0B02013g,ChrB_C_glabrata_CBS138,184010,190374
288,CAGL0B02035g,ChrB_C_glabrata_CBS138,187805,189967
289,CAGL0B02057g,ChrB_C_glabrata_CBS138,190040,191177
290,CAGL0B02079g,ChrB_C_glabrata_CBS138,191655,193737
291,CAGL0B02101g,ChrB_C_glabrata_CBS138,194252,196007
292,CAGL0B02123g,ChrB_C_glabrata_CBS138,195572,197627
293,CAGL0B02145g,ChrB_C_glabrata_CBS138,198497,200869
294,CAGL0B02167g,ChrB_C_glabrata_CBS138,201177,202170
295,CAGL0B02189g,ChrB_C_glabrata_CBS138,202260,205647
296,CAGL0B02211g,ChrB_C_glabrata_CBS138,205701,212947
297,CAGL0B02233g,ChrB_C_glabrata_CBS138,213034,215293
298,CAGL0B02255g,ChrB_C_glabrata_CBS138,215054,215677
299,CAGL0B02277g,ChrB_C_glabrata_CBS138,215922,217027
300,CAGL0B02299g,ChrB_C_glabrata_CBS138,217177,219819
301,CAGL0B02321g,ChrB_C_glabrata_CBS138,219897,221995
302,CAGL0B02343g,ChrB_C_glabrata_CBS138,222098,223897
303,CAGL0B02365g,ChrB_C_glabrata_CBS138,224613,227928
304,CAGL0B02387g,ChrB_C_glabrata_CBS138,228058,229677
305,CAGL0B02409g,ChrB_C_glabrata_CBS138,229928,231988
306,CAGL0B02431g,ChrB_C_glabrata_CBS138,231317,235315
307,CAGL0B02453g,ChrB_C_glabrata_CBS138,233651,235479
308,CAGL0B02475g,ChrB_C_glabrata_CBS138,235988,238159
309,CAGL0B02497g,ChrB_C_glabrata_CBS138,238427,240173
310,CAGL0B02519g,ChrB_C_glabrata_CBS138,240377,241579
311,CAGL0B02541g,ChrB_C_glabrata_CBS138,241545,243794
312,CAGL0B02563g,ChrB_C_glabrata_CBS138,244527,246290
313,CAGL0B02585g,ChrB_C_glabrata_CBS138,246707,248061
314,CAGL0B02607g,ChrB_C_glabrata_CBS138,248101,250480
315,CAGL0B02629g,ChrB_C_glabrata_CBS138,250547,253566
316,CAGL0B02651g,ChrB_C_glabrata_CBS138,253437,254862
317,CAGL0B02673g,ChrB_C_glabrata_CBS138,253618,256956
318,CAGL0B02695g,ChrB_C_glabrata_CBS138,256824,258197
319,CAGL0B02717g,ChrB_C_glabrata_CBS138,258448,260847
320,CAGL0B02739g,ChrB_C_glabrata_CBS138,260898,264657
321,CAGL0B02755g,ChrB_C_glabrata_CBS138,264877,265677
322,CAGL0B02761g,ChrB_C_glabrata_CBS138,265917,267767
323,CAGL0B02772g,ChrB_C_glabrata_CBS138,267689,268987
324,CAGL0B02794g,ChrB_C_glabrata_CBS138,269163,270967
325,CAGL0B02816g,ChrB_C_glabrata_CBS138,271024,274317
326,CAGL0B02838g,ChrB_C_glabrata_CBS138,274602,277256
327,CAGL0B02860g,ChrB_C_glabrata_CBS138,277915,278983
328,CAGL0B02882g,ChrB_C_glabrata_CBS138,279176,281685
329,CAGL0B02904g,ChrB_C_glabrata_CBS138,281986,284024
330,CAGL0B02926g,ChrB_C_glabrata_CBS138,284789,286847
331,CAGL0B02948g,ChrB_C_glabrata_CBS138,287232,289897
332,CAGL0B02970g,ChrB_C_glabrata_CBS138,291248,293137
333,CAGL0B02981g,ChrB_C_glabrata_CBS138,294927,296054
334,CAGL0B03014g,ChrB_C_glabrata_CBS138,296198,297019
335,CAGL0B03047g,ChrB_C_glabrata_CBS138,298407,300204
336,CAGL0B03069g,ChrB_C_glabrata_CBS138,301367,302877
337,CAGL0B03091g,ChrB_C_glabrata_CBS138,303063,305387
338,CAGL0B03113g,ChrB_C_glabrata_CBS138,305723,308777
339,CAGL0B03179g,ChrB_C_glabrata_CBS138,309718,312677
340,CAGL0B03201g,ChrB_C_glabrata_CBS138,313096,314287
341,CAGL0B03223g,ChrB_C_glabrata_CBS138,314606,315305
342,CAGL0B03245g,ChrB_C_glabrata_CBS138,315479,318448
343,CAGL0B03267g,ChrB_C_glabrata_CBS138,317568,319050
344,CAGL0B03289g,ChrB_C_glabrata_CBS138,318786,321930
345,CAGL0B03311g,ChrB_C_glabrata_CBS138,322412,324939
346,CAGL0B03333g,ChrB_C_glabrata_CBS138,324715,326157
347,CAGL0B03355g,ChrB_C_glabrata_CBS138,326414,327267
348,CAGL0B03377g,ChrB_C_glabrata_CBS138,327457,330225
349,CAGL0B03399g,ChrB_C_glabrata_CBS138,330537,335989
350,CAGL0B03421g,ChrB_C_glabrata_CBS138,335968,341598
351,CAGL0B03443g,ChrB_C_glabrata_CBS138,341581,343665
352,CAGL0B03465g,ChrB_C_glabrata_CBS138,343770,345064
353,CAGL0B03487g,ChrB_C_glabrata_CBS138,345154,348570
354,CAGL0B03509g,ChrB_C_glabrata_CBS138,349607,352747
355,CAGL0B03531g,ChrB_C_glabrata_CBS138,352819,353751
356,CAGL0B03553g,ChrB_C_glabrata_CBS138,354337,357460
357,CAGL0B03575g,ChrB_C_glabrata_CBS138,357472,358817
358,CAGL0B03597g,ChrB_C_glabrata_CBS138,359018,360640
359,CAGL0B03608g,ChrB_C_glabrata_CBS138,360747,361200
360,CAGL0B03619g,ChrB_C_glabrata_CBS138,361239,363443
361,CAGL0B03641g,ChrB_C_glabrata_CBS138,363593,367011
362,CAGL0B03663g,ChrB_C_glabrata_CBS138,367258,369671
363,CAGL0B03685g,ChrB_C_glabrata_CBS138,369780,371348
364,CAGL0B03707g,ChrB_C_glabrata_CBS138,371355,372958
365,CAGL0B03773g,ChrB_C_glabrata_CBS138,373584,375947
366,CAGL0B03795g,ChrB_C_glabrata_CBS138,376217,377539
367,CAGL0B03817g,ChrB_C_glabrata_CBS138,378007,379209
368,CAGL0B03839g,ChrB_C_glabrata_CBS138,379801,382160
369,CAGL0B03855g,ChrB_C_glabrata_CBS138,382111,382395
370,CAGL0B03861g,ChrB_C_glabrata_CBS138,380690,383551
371,CAGL0B03883g,ChrB_C_glabrata_CBS138,383520,384750
372,CAGL0B03899g,ChrB_C_glabrata_CBS138,384663,384997
373,CAGL0B03905g,ChrB_C_glabrata_CBS138,385157,386779
374,CAGL0B03927g,ChrB_C_glabrata_CBS138,386837,387603
375,CAGL0B03949g,ChrB_C_glabrata_CBS138,387016,390249
376,CAGL0B03971g,ChrB_C_glabrata_CBS138,390649,392397
377,CAGL0B03993g,ChrB_C_glabrata_CBS138,393092,395207
378,CAGL0B04015g,ChrB_C_glabrata_CBS138,395483,397197
379,CAGL0B04037g,ChrB_C_glabrata_CBS138,397247,398227
380,CAGL0B04059g,ChrB_C_glabrata_CBS138,398323,399557
381,CAGL0B04103g,ChrB_C_glabrata_CBS138,399710,402029
382,CAGL0B04125g,ChrB_C_glabrata_CBS138,400637,402626
383,CAGL0B04147g,ChrB_C_glabrata_CBS138,402682,405017
384,CAGL0B04169g,ChrB_C_glabrata_CBS138,404400,409684
385,CAGL0B04191g,ChrB_C_glabrata_CBS138,408407,409743
386,CAGL0B04213g,ChrB_C_glabrata_CBS138,412200,415175
387,CAGL0B04235g,ChrB_C_glabrata_CBS138,415356,417059
388,CAGL0B04257g,ChrB_C_glabrata_CBS138,417046,418401
389,CAGL0B04279g,ChrB_C_glabrata_CBS138,418543,420593
390,CAGL0B04301g,ChrB_C_glabrata_CBS138,420520,422232
391,CAGL0B04323g,ChrB_C_glabrata_CBS138,422687,423979
392,CAGL0B04345g,ChrB_C_glabrata_CBS138,424370,425699
393,CAGL0B04367g,ChrB_C_glabrata_CBS138,425686,427004
394,CAGL0B04389g,ChrB_C_glabrata_CBS138,427047,431370
395,CAGL0B04411g,ChrB_C_glabrata_CBS138,431176,431930
396,CAGL0B04433g,ChrB_C_glabrata_CBS138,432111,434360
397,CAGL0B04455g,ChrB_C_glabrata_CBS138,434970,437456
398,CAGL0B04477g,ChrB_C_glabrata_CBS138,437207,438493
